,address,Route Name,Route Latitude,Route Longitude,Venue,Venue Summary,Venue Category,Distance,Address,Neighborhood Latitude,Neighborhood Longitude,Route_Name
205,,,,,JK's Fish And Chips,This spot is popular,Fish & Chips Shop,170,SL1 9AP Adam Close,51.5121354,-0.6257184000000001,Adam Close
206,,,,,Johal Premier Express,This spot is popular,Convenience Store,168,SL1 9AP Adam Close,51.5121354,-0.6257184000000001,Adam Close
207,,,,,Kings Head,This spot is popular,Pub,901,SL1 9AP Adam Close,51.5121354,-0.6257184000000001,Adam Close
208,,,,,Domino's Pizza,This spot is popular,Pizza Place,888,SL1 9AP Adam Close,51.5121354,-0.6257184000000001,Adam Close
209,,,,,Jet Garage,This spot is popular,Auto Workshop,447,SL1 9AP Adam Close,51.5121354,-0.6257184000000001,Adam Close
210,,,,,McDonald's,This spot is popular,Fast Food Restaurant,647,SL1 9AP Adam Close,51.5121354,-0.6257184000000001,Adam Close
211,,,,,DFS,This spot is popular,Furniture / Home Store,406,SL1 9AP Adam Close,51.5121354,-0.6257184000000001,Adam Close
212,,,,,Starbucks,This spot is popular,Coffee Shop,814,SL1 9AP Adam Close,51.5121354,-0.6257184000000001,Adam Close
213,,,,,Slough Kebab,This spot is popular,Kebab Restaurant,923,SL1 9AP Adam Close,51.5121354,-0.6257184000000001,Adam Close
214,,,,,O2 Canteen,This spot is popular,Restaurant,787,SL1 9AP Adam Close,51.5121354,-0.6257184000000001,Adam Close
215,,,,,The king and i,This spot is popular,Chinese Restaurant,537,SL1 9AP Adam Close,51.5121354,-0.6257184000000001,Adam Close
216,,,,,Currys PC World,This spot is popular,Electronics Store,659,SL1 9AP Adam Close,51.5121354,-0.6257184000000001,Adam Close
217,,,,,Asda,This spot is popular,Supermarket,614,SL1 9AP Adam Close,51.5121354,-0.6257184000000001,Adam Close
218,,,,,Absolutely Karting,This spot is popular,Go Kart Track,710,SL1 9AP Adam Close,51.5121354,-0.6257184000000001,Adam Close
219,,,,,Three Tuns Cafe,This spot is popular,Café,897,SL1 9AP Adam Close,51.5121354,-0.6257184000000001,Adam Close
220,,,,,Bugis Street Brasserie,This spot is popular,Chinese Restaurant,899,SL1 9AP Adam Close,51.5121354,-0.6257184000000001,Adam Close
221,,,,,Le Club health & fitness,This spot is popular,Gym / Fitness Center,901,SL1 9AP Adam Close,51.5121354,-0.6257184000000001,Adam Close
222,,,,,Berkshire Motorcycle Centre,This spot is popular,Motorcycle Shop,915,SL1 9AP Adam Close,51.5121354,-0.6257184000000001,Adam Close
223,,,,,Alek's Kebabs,This spot is popular,Food Truck,916,SL1 9AP Adam Close,51.5121354,-0.6257184000000001,Adam Close
224,,,,,Londis,This spot is popular,Convenience Store,919,SL1 9AP Adam Close,51.5121354,-0.6257184000000001,Adam Close
225,,,,,Retrouve,This spot is popular,Breakfast Spot,928,SL1 9AP Adam Close,51.5121354,-0.6257184000000001,Adam Close
226,,,,,Zorba's,This spot is popular,Food Truck,937,SL1 9AP Adam Close,51.5121354,-0.6257184000000001,Adam Close
227,,,,,Copthorne Hotel,This spot is popular,Hotel,909,SL1 9AP Adam Close,51.5121354,-0.6257184000000001,Adam Close
228,,,,,The Range,This spot is popular,Furniture / Home Store,591,SL1 9AQ Gladstone Way,51.5111929,-0.6292253999999999,Gladstone Way
229,,,,,Smyths Toys,This spot is popular,Toy / Game Store,525,SL1 9AQ Gladstone Way,51.5111929,-0.6292253999999999,Gladstone Way
230,,,,,Costa Coffee,This spot is popular,Coffee Shop,872,SL1 9AQ Gladstone Way,51.5111929,-0.6292253999999999,Gladstone Way
231,,,,,Costa Coffee,This spot is popular,Coffee Shop,897,SL1 9AQ Gladstone Way,51.5111929,-0.6292253999999999,Gladstone Way
232,,,,,Kings Head,This spot is popular,Pub,721,SL1 9AQ Gladstone Way,51.5111929,-0.6292253999999999,Gladstone Way
233,,,,,Matalan,This spot is popular,Clothing Store,546,SL1 9AQ Gladstone Way,51.5111929,-0.6292253999999999,Gladstone Way
234,,,,,McDonald's,This spot is popular,Fast Food Restaurant,485,SL1 9AQ Gladstone Way,51.5111929,-0.6292253999999999,Gladstone Way
235,,,,,Asda,This spot is popular,Supermarket,435,SL1 9AQ Gladstone Way,51.5111929,-0.6292253999999999,Gladstone Way
236,,,,,JK's Fish And Chips,This spot is popular,Fish & Chips Shop,420,SL1 9AQ Gladstone Way,51.5111929,-0.6292253999999999,Gladstone Way
237,,,,,Johal Premier Express,This spot is popular,Convenience Store,420,SL1 9AQ Gladstone Way,51.5111929,-0.6292253999999999,Gladstone Way
238,,,,,Jet Garage,This spot is popular,Auto Workshop,646,SL1 9AQ Gladstone Way,51.5111929,-0.6292253999999999,Gladstone Way
239,,,,,Starbucks,This spot is popular,Coffee Shop,873,SL1 9AQ Gladstone Way,51.5111929,-0.6292253999999999,Gladstone Way
240,,,,,O2 Canteen,This spot is popular,Restaurant,851,SL1 9AQ Gladstone Way,51.5111929,-0.6292253999999999,Gladstone Way
241,,,,,Currys PC World,This spot is popular,Electronics Store,684,SL1 9AQ Gladstone Way,51.5111929,-0.6292253999999999,Gladstone Way
242,,,,,DFS,This spot is popular,Furniture / Home Store,670,SL1 9AQ Gladstone Way,51.5111929,-0.6292253999999999,Gladstone Way
243,,,,,Londis,This spot is popular,Convenience Store,691,SL1 9AQ Gladstone Way,51.5111929,-0.6292253999999999,Gladstone Way
244,,,,,The king and i,This spot is popular,Chinese Restaurant,795,SL1 9AQ Gladstone Way,51.5111929,-0.6292253999999999,Gladstone Way
245,,,,,Absolutely Karting,This spot is popular,Go Kart Track,885,SL1 9AQ Gladstone Way,51.5111929,-0.6292253999999999,Gladstone Way
246,,,,,Zorba's,This spot is popular,Food Truck,912,SL1 9AQ Gladstone Way,51.5111929,-0.6292253999999999,Gladstone Way
247,,,,,The Range,This spot is popular,Furniture / Home Store,327,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
248,,,,,Smyths Toys,This spot is popular,Toy / Game Store,264,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
249,,,,,Costa Coffee,This spot is popular,Coffee Shop,813,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
250,,,,,Costa Coffee,This spot is popular,Coffee Shop,707,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
251,,,,,Matalan,This spot is popular,Clothing Store,319,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
252,,,,,Premier Inn Slough West (Slough Trading Estate) hotel,This spot is popular,Hotel,947,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
253,,,,,Three Tuns,This spot is popular,Pub,908,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
254,,,,,Pizza Hut,This spot is popular,Pizza Place,869,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
255,,,,,JK's Fish And Chips,This spot is popular,Fish & Chips Shop,170,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
256,,,,,Johal Premier Express,This spot is popular,Convenience Store,168,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
257,,,,,Kings Head,This spot is popular,Pub,901,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
258,,,,,Domino's Pizza,This spot is popular,Pizza Place,888,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
259,,,,,Jet Garage,This spot is popular,Auto Workshop,447,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
260,,,,,McDonald's,This spot is popular,Fast Food Restaurant,647,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
261,,,,,DFS,This spot is popular,Furniture / Home Store,406,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
262,,,,,Starbucks,This spot is popular,Coffee Shop,814,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
263,,,,,Slough Kebab,This spot is popular,Kebab Restaurant,923,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
264,,,,,O2 Canteen,This spot is popular,Restaurant,787,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
265,,,,,The king and i,This spot is popular,Chinese Restaurant,537,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
266,,,,,Currys PC World,This spot is popular,Electronics Store,659,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
267,,,,,Asda,This spot is popular,Supermarket,614,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
268,,,,,Absolutely Karting,This spot is popular,Go Kart Track,710,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
269,,,,,Three Tuns Cafe,This spot is popular,Café,897,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
270,,,,,Bugis Street Brasserie,This spot is popular,Chinese Restaurant,899,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
271,,,,,Le Club health & fitness,This spot is popular,Gym / Fitness Center,901,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
272,,,,,Berkshire Motorcycle Centre,This spot is popular,Motorcycle Shop,915,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
273,,,,,Alek's Kebabs,This spot is popular,Food Truck,916,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
274,,,,,Londis,This spot is popular,Convenience Store,919,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
275,,,,,Retrouve,This spot is popular,Breakfast Spot,928,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
276,,,,,Zorba's,This spot is popular,Food Truck,937,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
277,,,,,Copthorne Hotel,This spot is popular,Hotel,909,SL1 9AR Adam Close,51.5121354,-0.6257184000000001,Adam Close
278,,,,,The Range,This spot is popular,Furniture / Home Store,426,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
279,,,,,Smyths Toys,This spot is popular,Toy / Game Store,352,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
280,,,,,Costa Coffee,This spot is popular,Coffee Shop,889,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
281,,,,,Costa Coffee,This spot is popular,Coffee Shop,819,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
282,,,,,Matalan,This spot is popular,Clothing Store,434,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
283,,,,,Three Tuns,This spot is popular,Pub,982,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
284,,,,,Pizza Hut,This spot is popular,Pizza Place,940,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
285,,,,,JK's Fish And Chips,This spot is popular,Fish & Chips Shop,243,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
286,,,,,Johal Premier Express,This spot is popular,Convenience Store,243,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
287,,,,,McDonald's,This spot is popular,Fast Food Restaurant,532,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
288,,,,,Kings Head,This spot is popular,Pub,878,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
289,,,,,Domino's Pizza,This spot is popular,Pizza Place,957,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
290,,,,,Jet Garage,This spot is popular,Auto Workshop,559,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
291,,,,,Asda,This spot is popular,Supermarket,499,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
292,,,,,DFS,This spot is popular,Furniture / Home Store,512,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
293,,,,,Starbucks,This spot is popular,Coffee Shop,890,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
294,,,,,Slough Kebab,This spot is popular,Kebab Restaurant,992,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
295,,,,,O2 Canteen,This spot is popular,Restaurant,865,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
296,,,,,Currys PC World,This spot is popular,Electronics Store,721,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
297,,,,,The king and i,This spot is popular,Chinese Restaurant,649,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
298,,,,,Absolutely Karting,This spot is popular,Go Kart Track,818,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
299,,,,,Londis,This spot is popular,Convenience Store,867,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
300,,,,,Bugis Street Brasserie,This spot is popular,Chinese Restaurant,922,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
301,,,,,Le Club health & fitness,This spot is popular,Gym / Fitness Center,924,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
302,,,,,Retrouve,This spot is popular,Breakfast Spot,953,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
303,,,,,Three Tuns Cafe,This spot is popular,Café,964,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
304,,,,,Berkshire Motorcycle Centre,This spot is popular,Motorcycle Shop,982,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
305,,,,,Zorba's,This spot is popular,Food Truck,984,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
306,,,,,Copthorne Hotel,This spot is popular,Hotel,929,SL1 9AS Bruce Close,51.51125709999999,-0.626616,Bruce Close
307,,,,,The Range,This spot is popular,Furniture / Home Store,426,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
308,,,,,Smyths Toys,This spot is popular,Toy / Game Store,352,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
309,,,,,Costa Coffee,This spot is popular,Coffee Shop,889,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
310,,,,,Costa Coffee,This spot is popular,Coffee Shop,819,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
311,,,,,Matalan,This spot is popular,Clothing Store,434,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
312,,,,,Three Tuns,This spot is popular,Pub,982,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
313,,,,,Pizza Hut,This spot is popular,Pizza Place,940,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
314,,,,,JK's Fish And Chips,This spot is popular,Fish & Chips Shop,243,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
315,,,,,Johal Premier Express,This spot is popular,Convenience Store,243,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
316,,,,,McDonald's,This spot is popular,Fast Food Restaurant,532,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
317,,,,,Kings Head,This spot is popular,Pub,878,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
318,,,,,Domino's Pizza,This spot is popular,Pizza Place,957,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
319,,,,,Jet Garage,This spot is popular,Auto Workshop,559,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
320,,,,,Asda,This spot is popular,Supermarket,499,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
321,,,,,DFS,This spot is popular,Furniture / Home Store,512,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
322,,,,,Starbucks,This spot is popular,Coffee Shop,890,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
323,,,,,Slough Kebab,This spot is popular,Kebab Restaurant,992,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
324,,,,,O2 Canteen,This spot is popular,Restaurant,865,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
325,,,,,Currys PC World,This spot is popular,Electronics Store,721,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
326,,,,,The king and i,This spot is popular,Chinese Restaurant,649,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
327,,,,,Absolutely Karting,This spot is popular,Go Kart Track,818,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
328,,,,,Londis,This spot is popular,Convenience Store,867,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
329,,,,,Bugis Street Brasserie,This spot is popular,Chinese Restaurant,922,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
330,,,,,Le Club health & fitness,This spot is popular,Gym / Fitness Center,924,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
331,,,,,Retrouve,This spot is popular,Breakfast Spot,953,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
332,,,,,Three Tuns Cafe,This spot is popular,Café,964,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
333,,,,,Berkshire Motorcycle Centre,This spot is popular,Motorcycle Shop,982,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
334,,,,,Zorba's,This spot is popular,Food Truck,984,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
335,,,,,Copthorne Hotel,This spot is popular,Hotel,929,SL1 9AT Bruce Close,51.51125709999999,-0.626616,Bruce Close
336,,,,,The Range,This spot is popular,Furniture / Home Store,413,SL1 9AW Raleigh Close,51.5121048,-0.6270249999999999,Raleigh Close
337,,,,,Smyths Toys,This spot is popular,Toy / Game Store,354,SL1 9AW Raleigh Close,51.5121048,-0.6270249999999999,Raleigh Close
338,,,,,Costa Coffee,This spot is popular,Coffee Shop,791,SL1 9AW Raleigh Close,51.5121048,-0.6270249999999999,Raleigh Close
339,,,,,Costa Coffee,This spot is popular,Coffee Shop,739,SL1 9AW Raleigh Close,51.5121048,-0.6270249999999999,Raleigh Close
340,,,,,Premier Inn Slough West (Slough Trading Estate) hotel,This spot is popular,Hotel,962,SL1 9AW Raleigh Close,51.5121048,-0.6270249999999999,Raleigh Close
341,,,,,Matalan,This spot is popular,Clothing Store,370,SL1 9AW Raleigh Close,51.5121048,-0.6270249999999999,Raleigh Close
342,,,,,Three Tuns,This spot is popular,Pub,998,SL1 9AW Raleigh Close,51.5121048,-0.6270249999999999,Raleigh Close
343,,,,,Kings Head,This spot is popular,Pub,816,SL1 9AW Raleigh Close,51.5121048,-0.6270249999999999,Raleigh Close
344,,,,,Pizza Hut,This spot is popular,Pizza Place,960,SL1 9AW Raleigh Close,51.5121048,-0.6270249999999999,Raleigh Close
345,,,,,Johal Premier Express,This spot is popular,Convenience Store,258,SL1 9AW Raleigh Close,51.5121048,-0.6270249999999999,Raleigh Close
346,,,,,JK's Fish And Chips,This spot is popular,Fish & Chips Shop,260,SL1 9AW Raleigh Close,51.5121048,-0.6270249999999999,Raleigh Close
347,,,,,McDonald's,This spot is popular,Fast Food Restaurant,612,SL1 9AW Raleigh Close,51.5121048,-0.6270249999999999,Raleigh Close
348,,,,,Jet Garage,This spot is popular,Auto Workshop,482,SL1 9AW Raleigh Close,51.5121048,-0.6270249999999999,Raleigh Close
349,,,,,Domino's Pizza,This spot is popular,Pizza Place,978,SL1 9AW Raleigh Close,51.5121048,-0.6270249999999999,Raleigh Close
350,,,,,Starbucks,This spot is popular,Coffee Shop,792,SL1 9AW Raleigh Close,51.5121048,-0.6270249999999999,Raleigh Close
351,,,,,DFS,This spot is popular,Furniture / Home Store,488,SL1 9AW Raleigh Close,51.5121048,-0.6270249999999999,Raleigh Close
352,,,,,O2 Canteen,This spot is popular,Restaurant,766,SL1 9AW Raleigh Close,51.5121048,-0.6270249999999999,Raleigh Close
353,,,,,Asda,This spot is popular,Supermarket,572,SL1 9AW Raleigh Close,51.5121048,-0.6270249999999999,Raleigh Close
354,,,,,Currys PC World,This spot is popular,Electronics Store,623,SL1 9AW Raleigh Close,51.5121048,-0.6270249999999999,Raleigh Close
355,,,,,The king and i,This spot is popular,Chinese Restaurant,611,SL1 9AW Raleigh Close,51.5121048,-0.6270249999999999,Raleigh Close
356,,,,,Absolutely Karting,This spot is popular,Go Kart Track,735,SL1 9AW Raleigh Close,51.5121048,-0.6270249999999999,Raleigh Close
357,,,,,Londis,This spot is popular,Convenience Store,829,SL1 9AW Raleigh Close,51.5121048,-0.6270249999999999,Raleigh Close
358,,,,,Zorba's,This spot is popular,Food Truck,889,SL1 9AW Raleigh Close,51.5121048,-0.6270249999999999,Raleigh Close
